logtime,scenario_time,type,module,address,value
762.537431,0,version,,,1.4.5
762.537505,0,scenario_path,,,includes/scenarios/transparency_transparent.txt
762.537886,0,seed_value,communications,,12
762.537896,0,seed_output,communications,,PIV852
762.537946,0,seed_value,communications,,14
762.537955,0,seed_output,communications,,DTW834
762.537998,0,seed_value,communications,,16
762.538003,0,seed_output,communications,,LPP463
762.538042,0,seed_value,communications,,17
762.538047,0,seed_output,communications,,QNZ454
762.538086,0,seed_value,communications,,18
762.538091,0,seed_output,communications,,FDV753
762.538133,0,seed_value,communications,,20
762.538138,0,seed_output,communications,,XVZ241
762.538179,0,seed_value,communications,,22
762.538187,0,seed_output,communications,,EHA972
762.538226,0,seed_value,communications,,24
762.538231,0,seed_output,communications,,WMS232
762.538268,0,seed_value,communications,,25
762.538288,0,seed_output,communications,,MYA347
762.538308,0,seed_value,communications,,10
762.538313,0,seed_output,communications,,124.570675
762.538325,0,seed_value,communications,,11
762.538329,0,seed_output,communications,,121.119007
762.53834,0,seed_value,communications,,12
762.538344,0,seed_output,communications,,121.76255
762.538354,0,seed_value,communications,,13
762.538357,0,seed_output,communications,,115.511246
763.46048,0,dialog,,,OpenMATB end
763.488591,0.000263,aoi,sysmon,foreground,"(0, 1140.0, 576, 600.0)"
763.488693,0.000263,aoi,sysmon,overdue,"(0, 1140.0, 576, 600.0)"
763.504804,0.000263,aoi,sysmon,task_title,"(0, 1200.0, 576, 1140.0)"
763.504967,0.000263,aoi,sysmon,automode,"(244.8, 658.5, 331.2, 628.5)"
763.507364,0.000263,aoi,sysmon,scale1,"(43.2, 951.0, 100.80000000000001, 681.0)"
763.509147,0.000263,aoi,sysmon,scale2,"(187.2, 951.0, 244.79999999999998, 681.0)"
763.509548,0.000263,aoi,sysmon,scale3,"(331.2, 951.0, 388.8, 681.0)"
763.511181,0.000263,aoi,sysmon,scale4,"(475.2, 951.0, 532.8, 681.0)"
763.513377,0.000263,aoi,sysmon,light1,"(28.799999999999997, 1086.0, 259.2, 1005.0)"
763.515384,0.000263,aoi,sysmon,light2,"(316.8, 1086.0, 547.2, 1005.0)"
763.515414,0.000263,parameter,sysmon,title,System monitoring
763.515422,0.000263,parameter,sysmon,taskplacement,topleft
763.515428,0.000263,parameter,sysmon,taskupdatetime,200
763.515435,0.000263,parameter,sysmon,taskfeedback-overdue-active,0
763.515442,0.000263,parameter,sysmon,taskfeedback-overdue-color,"(241, 100, 100, 255)"
763.515448,0.000263,parameter,sysmon,taskfeedback-overdue-delayms,2000
763.515454,0.000263,parameter,sysmon,taskfeedback-overdue-blinkdurationms,1000
763.515459,0.000263,parameter,sysmon,taskfeedback-overdue-_nexttoggletime,0
763.515464,0.000263,parameter,sysmon,taskfeedback-overdue-_is_visible,0
763.51547,0.000263,parameter,sysmon,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x7d13b77820e0>
763.515477,0.000263,parameter,sysmon,alerttimeout,10000
763.515482,0.000263,parameter,sysmon,automaticsolver,0
763.515487,0.000263,parameter,sysmon,automaticsolverdelay,1000
763.515492,0.000263,parameter,sysmon,displayautomationstate,1
763.515496,0.000263,parameter,sysmon,allowanykey,0
763.515501,0.000263,parameter,sysmon,allowmanualoverride,0
763.515509,0.000263,parameter,sysmon,feedbackduration,1500
763.515519,0.000263,parameter,sysmon,feedbacks-positive-active,1
763.515526,0.000263,parameter,sysmon,feedbacks-positive-color,"(142, 219, 176, 255)"
763.515534,0.000263,parameter,sysmon,feedbacks-negative-active,1
763.515542,0.000263,parameter,sysmon,feedbacks-negative-color,"(241, 100, 100, 255)"
763.515549,0.000263,parameter,sysmon,lights-1-name,F5
763.515554,0.000263,parameter,sysmon,lights-1-failure,0
763.515561,0.000263,parameter,sysmon,lights-1-default,on
763.515566,0.000263,parameter,sysmon,lights-1-oncolor,"(142, 219, 176, 255)"
763.515572,0.000263,parameter,sysmon,lights-1-key,F5
763.515577,0.000263,parameter,sysmon,lights-1-on,1
763.515582,0.000263,parameter,sysmon,lights-1-_failuretimer,
763.515587,0.000263,parameter,sysmon,lights-1-_onfailure,0
763.515592,0.000263,parameter,sysmon,lights-1-_milliresponsetime,0
763.515597,0.000263,parameter,sysmon,lights-1-_freezetimer,
763.515603,0.000263,parameter,sysmon,lights-1-widget,<core.widgets.light.Light object at 0x7d13b7741ae0>
763.515609,0.000263,parameter,sysmon,lights-2-name,F6
763.515614,0.000263,parameter,sysmon,lights-2-failure,0
763.515619,0.000263,parameter,sysmon,lights-2-default,off
763.515624,0.000263,parameter,sysmon,lights-2-oncolor,"(241, 100, 100, 255)"
763.51563,0.000263,parameter,sysmon,lights-2-key,F6
763.515635,0.000263,parameter,sysmon,lights-2-on,0
763.51564,0.000263,parameter,sysmon,lights-2-_failuretimer,
763.515645,0.000263,parameter,sysmon,lights-2-_onfailure,0
763.51565,0.000263,parameter,sysmon,lights-2-_milliresponsetime,0
763.515655,0.000263,parameter,sysmon,lights-2-_freezetimer,
763.51566,0.000263,parameter,sysmon,lights-2-widget,<core.widgets.light.Light object at 0x7d13d5cbaa70>
763.515667,0.000263,parameter,sysmon,scales-1-name,F1
763.515671,0.000263,parameter,sysmon,scales-1-failure,0
763.515676,0.000263,parameter,sysmon,scales-1-side,0
763.515681,0.000263,parameter,sysmon,scales-1-key,F1
763.515686,0.000263,parameter,sysmon,scales-1-_failuretimer,
763.515691,0.000263,parameter,sysmon,scales-1-_onfailure,0
763.515696,0.000263,parameter,sysmon,scales-1-_milliresponsetime,0
763.515701,0.000263,parameter,sysmon,scales-1-_freezetimer,
763.515706,0.000263,parameter,sysmon,scales-1-_pos,5
763.515712,0.000263,parameter,sysmon,scales-1-_zone,0
763.515718,0.000263,parameter,sysmon,scales-1-_feedbacktimer,
763.515723,0.000263,parameter,sysmon,scales-1-_feedbacktype,
763.515729,0.000263,parameter,sysmon,scales-1-widget,<core.widgets.scale.Scale object at 0x7d13b7745c60>
763.515735,0.000263,parameter,sysmon,scales-2-name,F2
763.51574,0.000263,parameter,sysmon,scales-2-failure,0
763.515745,0.000263,parameter,sysmon,scales-2-side,0
763.51575,0.000263,parameter,sysmon,scales-2-key,F2
763.515755,0.000263,parameter,sysmon,scales-2-_failuretimer,
763.51576,0.000263,parameter,sysmon,scales-2-_onfailure,0
763.515764,0.000263,parameter,sysmon,scales-2-_milliresponsetime,0
763.515769,0.000263,parameter,sysmon,scales-2-_freezetimer,
763.515774,0.000263,parameter,sysmon,scales-2-_pos,5
763.515779,0.000263,parameter,sysmon,scales-2-_zone,0
763.515784,0.000263,parameter,sysmon,scales-2-_feedbacktimer,
763.515788,0.000263,parameter,sysmon,scales-2-_feedbacktype,
763.515793,0.000263,parameter,sysmon,scales-2-widget,<core.widgets.scale.Scale object at 0x7d13b7745840>
763.5158,0.000263,parameter,sysmon,scales-3-name,F3
763.515805,0.000263,parameter,sysmon,scales-3-failure,0
763.51581,0.000263,parameter,sysmon,scales-3-side,0
763.515815,0.000263,parameter,sysmon,scales-3-key,F3
763.51582,0.000263,parameter,sysmon,scales-3-_failuretimer,
763.515826,0.000263,parameter,sysmon,scales-3-_onfailure,0
763.51583,0.000263,parameter,sysmon,scales-3-_milliresponsetime,0
763.515835,0.000263,parameter,sysmon,scales-3-_freezetimer,
763.51584,0.000263,parameter,sysmon,scales-3-_pos,5
763.515844,0.000263,parameter,sysmon,scales-3-_zone,0
763.515849,0.000263,parameter,sysmon,scales-3-_feedbacktimer,
763.515853,0.000263,parameter,sysmon,scales-3-_feedbacktype,
763.515858,0.000263,parameter,sysmon,scales-3-widget,<core.widgets.scale.Scale object at 0x7d13b77406d0>
763.515863,0.000263,parameter,sysmon,scales-4-name,F4
763.515868,0.000263,parameter,sysmon,scales-4-failure,0
763.515873,0.000263,parameter,sysmon,scales-4-side,0
763.515877,0.000263,parameter,sysmon,scales-4-key,F4
763.515882,0.000263,parameter,sysmon,scales-4-_failuretimer,
763.515886,0.000263,parameter,sysmon,scales-4-_onfailure,0
763.515891,0.000263,parameter,sysmon,scales-4-_milliresponsetime,0
763.515895,0.000263,parameter,sysmon,scales-4-_freezetimer,
763.5159,0.000263,parameter,sysmon,scales-4-_pos,5
763.515905,0.000263,parameter,sysmon,scales-4-_zone,0
763.515909,0.000263,parameter,sysmon,scales-4-_feedbacktimer,
763.515914,0.000263,parameter,sysmon,scales-4-_feedbacktype,
763.515923,0.000263,parameter,sysmon,scales-4-widget,<core.widgets.scale.Scale object at 0x7d13b7743580>
763.516764,0.000263,state,sysmon,"foreground, visibility",1
763.516947,0.000263,state,sysmon,"overdue, visibility",1
763.519573,0.000263,state,sysmon,"foreground, visibility",0
763.5196,0.000263,state,sysmon,"overdue, visibility",0
763.519616,0.000263,event,sysmon,self,start
764.09516,0.000263,dialog,,,Warning end
764.095329,0.009059,seed_value,sysmon,,13
764.095339,0.009059,seed_output,sysmon,,1
764.095353,0.009059,seed_value,sysmon,,14
764.095358,0.009059,seed_output,sysmon,,-1
764.09537,0.009059,seed_value,sysmon,,15
764.095375,0.009059,seed_output,sysmon,,-1
764.095386,0.009059,seed_value,sysmon,,16
764.09539,0.009059,seed_output,sysmon,,1
764.101841,0.009059,state,sysmon,"automode, text",MANUAL
764.10193,0.009059,state,sysmon,"scale1, arrow",6
764.101947,0.009059,state,sysmon,"scale2, arrow",4
764.101958,0.009059,state,sysmon,"scale3, arrow",4
764.101967,0.009059,state,sysmon,"scale4, arrow",6
764.102127,0.009059,aoi,track,foreground,"(576, 1140.0, 1248, 600.0)"
764.10215,0.009059,aoi,track,overdue,"(576, 1140.0, 1248, 600.0)"
764.10603,0.009059,aoi,track,task_title,"(576, 1200.0, 1248, 1140.0)"
764.106201,0.009059,aoi,track,automode,"(775.9200000000001, 687.0, 876.72, 657.0)"
764.106466,0.009059,aoi,track,reticle,"(696.0, 1086.0, 1128.0, 654.0)"
764.106486,0.009059,parameter,track,title,Tracking
764.106493,0.009059,parameter,track,taskplacement,topmid
764.106498,0.009059,parameter,track,taskupdatetime,20
764.106505,0.009059,parameter,track,taskfeedback-overdue-active,0
764.106511,0.009059,parameter,track,taskfeedback-overdue-color,"(241, 100, 100, 255)"
764.106516,0.009059,parameter,track,taskfeedback-overdue-delayms,2000
764.106521,0.009059,parameter,track,taskfeedback-overdue-blinkdurationms,1000
764.106526,0.009059,parameter,track,taskfeedback-overdue-_nexttoggletime,0
764.10653,0.009059,parameter,track,taskfeedback-overdue-_is_visible,0
764.106536,0.009059,parameter,track,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x7d13b7783010>
764.106542,0.009059,parameter,track,cursorcolor,"(50, 50, 50, 255)"
764.106548,0.009059,parameter,track,cursorcoloroutside,"(241, 100, 100, 255)"
764.106553,0.009059,parameter,track,automaticsolver,0
764.106558,0.009059,parameter,track,displayautomationstate,1
764.106562,0.009059,parameter,track,targetproportion,0.25
764.106567,0.009059,parameter,track,joystickforce,1
764.106572,0.009059,parameter,track,inverseaxis,0
764.106576,0.009059,parameter,track,keyboardcontrol,0
764.106781,0.009059,state,track,"foreground, visibility",1
764.106844,0.009059,state,track,"overdue, visibility",1
764.107433,0.009059,state,track,"foreground, visibility",0
764.107453,0.009059,state,track,"overdue, visibility",0
764.107463,0.009059,event,track,self,start
764.107575,0.02133,performance,track,cursor_in_target,1
764.107584,0.02133,performance,track,center_deviation,0.0
764.107868,0.02133,state,track,"automode, text",MANUAL
764.107935,0.02133,state,track,"reticle, cursor_relative","(1.7279712001439997, 2.073550233958317)"
764.107946,0.02133,state,track,"reticle, cursor_proportional","(0.003999933333666666, 0.004799884800829438)"
764.107982,0.02133,event,communications,voicegender,male
764.117735,0.031402,event,communications,voiceidiom,english
764.117971,0.0316,aoi,communications,foreground,"(0, 540.0, 614, 0.0)"
764.118006,0.0316,aoi,communications,overdue,"(0, 540.0, 614, 0.0)"
764.121289,0.0316,aoi,communications,task_title,"(0, 600.0, 614, 540.0)"
764.121463,0.0316,aoi,communications,automode,"(260.95, 144.0, 353.04999999999995, 114.0)"
764.130628,0.0316,aoi,communications,callsign,"(0, 540.0, 614, 0.0)"
764.130677,0.0316,seed_value,communications,,10
764.130685,0.0316,seed_output,communications,,0
764.135739,0.0316,state,communications,"radio_NAV_1, selected",1
764.13576,0.0316,aoi,communications,radio_NAV_1,"(0, 388.8, 614, 345.6)"
764.136344,0.0316,aoi,communications,radio_NAV_2,"(0, 329.4, 614, 286.2)"
764.13694,0.0316,aoi,communications,radio_COM_1,"(0, 270.0, 614, 226.8)"
764.137562,0.0316,aoi,communications,radio_COM_2,"(0, 210.60000000000002, 614, 167.4)"
764.137581,0.0316,parameter,communications,title,Communications
764.137589,0.0316,parameter,communications,taskplacement,bottomleft
764.137595,0.0316,parameter,communications,taskupdatetime,80
764.137603,0.0316,parameter,communications,taskfeedback-overdue-active,0
764.137609,0.0316,parameter,communications,taskfeedback-overdue-color,"(241, 100, 100, 255)"
764.137614,0.0316,parameter,communications,taskfeedback-overdue-delayms,2000
764.13762,0.0316,parameter,communications,taskfeedback-overdue-blinkdurationms,1000
764.137625,0.0316,parameter,communications,taskfeedback-overdue-_nexttoggletime,0
764.13763,0.0316,parameter,communications,taskfeedback-overdue-_is_visible,0
764.137635,0.0316,parameter,communications,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x7d13b77657e0>
764.137643,0.0316,parameter,communications,callsignregex,[A-Z][A-Z][A-Z]\d\d\d
764.137648,0.0316,parameter,communications,owncallsign,PIV852
764.137652,0.0316,parameter,communications,othercallsign,"['DTW834', 'FDV753', 'XVZ241', 'EHA972', 'MYA347']"
764.137661,0.0316,parameter,communications,othercallsignnumber,5
764.137666,0.0316,parameter,communications,airbandminMhz,108.0
764.137672,0.0316,parameter,communications,airbandmaxMhz,137.0
764.137677,0.0316,parameter,communications,airbandminvariationMhz,5
764.137681,0.0316,parameter,communications,airbandmaxvariationMhz,6
764.137686,0.0316,parameter,communications,voicegender,male
764.137691,0.0316,parameter,communications,voiceidiom,english
764.137696,0.0316,parameter,communications,radioprompt,
764.1377,0.0316,parameter,communications,maxresponsedelay,20000
764.137705,0.0316,parameter,communications,promptlist,"['NAV_1', 'NAV_2', 'COM_1', 'COM_2']"
764.137711,0.0316,parameter,communications,automaticsolver,0
764.137716,0.0316,parameter,communications,displayautomationstate,1
764.137721,0.0316,parameter,communications,feedbackduration,1500
764.137727,0.0316,parameter,communications,feedbacks-positive-active,0
764.137732,0.0316,parameter,communications,feedbacks-positive-color,"(142, 219, 176, 255)"
764.137738,0.0316,parameter,communications,feedbacks-negative-active,0
764.137743,0.0316,parameter,communications,feedbacks-negative-color,"(241, 100, 100, 255)"
764.137749,0.0316,parameter,communications,keys-selectradioup,UP
764.137754,0.0316,parameter,communications,keys-selectradiodown,DOWN
764.137759,0.0316,parameter,communications,keys-tunefrequencyup,RIGHT
764.137763,0.0316,parameter,communications,keys-tunefrequencydown,LEFT
764.137768,0.0316,parameter,communications,keys-validateresponse,ENTER
764.137773,0.0316,parameter,communications,radios-0-name,NAV_1
764.137778,0.0316,parameter,communications,radios-0-currentfreq,124.6
