logtime,scenario_time,type,module,address,value
719.05059,0,version,,,1.4.5
719.050672,0,scenario_path,,,includes/scenarios/transparency_transparent.txt
719.050998,0,seed_value,communications,,11
719.051008,0,seed_output,communications,,ORY778
719.051054,0,seed_value,communications,,12
719.051061,0,seed_output,communications,,PIV852
719.051105,0,seed_value,communications,,14
719.051111,0,seed_output,communications,,DTW834
719.051154,0,seed_value,communications,,16
719.051159,0,seed_output,communications,,LPP463
719.051197,0,seed_value,communications,,17
719.051202,0,seed_output,communications,,QNZ454
719.05124,0,seed_value,communications,,18
719.051245,0,seed_output,communications,,FDV753
719.051286,0,seed_value,communications,,20
719.051292,0,seed_output,communications,,XVZ241
719.051333,0,seed_value,communications,,22
719.051338,0,seed_output,communications,,EHA972
719.051378,0,seed_value,communications,,24
719.051383,0,seed_output,communications,,WMS232
719.051421,0,seed_value,communications,,25
719.051426,0,seed_output,communications,,MYA347
719.051443,0,seed_value,communications,,9
719.051465,0,seed_output,communications,,121.427213
719.05148,0,seed_value,communications,,10
719.051485,0,seed_output,communications,,124.570675
719.051496,0,seed_value,communications,,11
719.0515,0,seed_output,communications,,121.119007
719.05151,0,seed_value,communications,,12
719.051514,0,seed_output,communications,,121.76255
719.87043,0,dialog,,,OpenMATB end
719.898856,0.000253,aoi,sysmon,foreground,"(0, 1140.0, 576, 600.0)"
719.898901,0.000253,aoi,sysmon,overdue,"(0, 1140.0, 576, 600.0)"
719.915608,0.000253,aoi,sysmon,task_title,"(0, 1200.0, 576, 1140.0)"
719.915853,0.000253,aoi,sysmon,automode,"(244.8, 658.5, 331.2, 628.5)"
719.917701,0.000253,aoi,sysmon,scale1,"(43.2, 951.0, 100.80000000000001, 681.0)"
719.919593,0.000253,aoi,sysmon,scale2,"(187.2, 951.0, 244.79999999999998, 681.0)"
719.920056,0.000253,aoi,sysmon,scale3,"(331.2, 951.0, 388.8, 681.0)"
719.922186,0.000253,aoi,sysmon,scale4,"(475.2, 951.0, 532.8, 681.0)"
719.924052,0.000253,aoi,sysmon,light1,"(28.799999999999997, 1086.0, 259.2, 1005.0)"
719.925844,0.000253,aoi,sysmon,light2,"(316.8, 1086.0, 547.2, 1005.0)"
719.925868,0.000253,parameter,sysmon,title,System monitoring
719.925876,0.000253,parameter,sysmon,taskplacement,topleft
719.925881,0.000253,parameter,sysmon,taskupdatetime,200
719.925899,0.000253,parameter,sysmon,taskfeedback-overdue-active,0
719.925909,0.000253,parameter,sysmon,taskfeedback-overdue-color,"(241, 100, 100, 255)"
719.925916,0.000253,parameter,sysmon,taskfeedback-overdue-delayms,2000
719.925922,0.000253,parameter,sysmon,taskfeedback-overdue-blinkdurationms,1000
719.925927,0.000253,parameter,sysmon,taskfeedback-overdue-_nexttoggletime,0
719.925933,0.000253,parameter,sysmon,taskfeedback-overdue-_is_visible,0
719.925939,0.000253,parameter,sysmon,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x7603e4905810>
719.925948,0.000253,parameter,sysmon,alerttimeout,10000
719.925953,0.000253,parameter,sysmon,automaticsolver,0
719.92596,0.000253,parameter,sysmon,automaticsolverdelay,1000
