logtime,scenario_time,type,module,address,value
3328.848925,0,version,,,1.4.5
3328.84901,0,scenario_path,,,includes/scenarios/transparency_transparent.txt
3328.849629,0,seed_value,communications,,33
3328.849639,0,seed_output,communications,,SFU347
3328.849689,0,seed_value,communications,,35
3328.849695,0,seed_output,communications,,RKY252
3328.849823,0,seed_value,communications,,36
3328.849842,0,seed_output,communications,,KBA410
3328.849906,0,seed_value,communications,,38
3328.849913,0,seed_output,communications,,UNN115
3328.849953,0,seed_value,communications,,39
3328.849958,0,seed_output,communications,,GIM033
3328.849996,0,seed_value,communications,,40
3328.850001,0,seed_output,communications,,OSQ034
3328.85004,0,seed_value,communications,,42
3328.850046,0,seed_output,communications,,UDA433
3328.850083,0,seed_value,communications,,43
3328.850088,0,seed_output,communications,,BJW275
3328.850245,0,seed_value,communications,,45
3328.85025,0,seed_output,communications,,INP414
3328.850286,0,seed_value,communications,,46
3328.850291,0,seed_output,communications,,CMB993
3328.850327,0,seed_value,communications,,47
3328.850331,0,seed_output,communications,,LCN879
3328.850373,0,seed_value,communications,,49
3328.850377,0,seed_output,communications,,CLN158
3328.8504,0,seed_value,communications,,31
3328.850405,0,seed_output,communications,,108.356069
3328.850416,0,seed_value,communications,,32
3328.85042,0,seed_output,communications,,110.245232
3328.850431,0,seed_value,communications,,33
3328.850434,0,seed_output,communications,,124.539524
3328.850446,0,seed_value,communications,,34
3328.85045,0,seed_output,communications,,123.339126
3329.784255,0,dialog,,,OpenMATB end
3329.81606,0.000261,aoi,sysmon,foreground,"(0, 1140.0, 576, 600.0)"
3329.816098,0.000261,aoi,sysmon,overdue,"(0, 1140.0, 576, 600.0)"
3329.830972,0.000261,aoi,sysmon,task_title,"(0, 1200.0, 576, 1140.0)"
3329.831123,0.000261,aoi,sysmon,automode,"(244.8, 658.5, 331.2, 628.5)"
3329.832897,0.000261,aoi,sysmon,scale1,"(47.6352, 951.0, 84.84479999999999, 681.0)"
3329.834557,0.000261,aoi,sysmon,scale2,"(157.0752, 951.0, 194.2848, 681.0)"
3329.834903,0.000261,aoi,sysmon,scale3,"(266.5152, 951.0, 303.7248, 681.0)"
3329.836722,0.000261,aoi,sysmon,scale4,"(375.95519999999993, 951.0, 413.16479999999996, 681.0)"
3329.839014,0.000261,aoi,sysmon,light1,"(46.54079999999999, 1075.2, 195.3792, 1005.0)"
3329.840705,0.000261,aoi,sysmon,light2,"(265.42080000000004, 1075.2, 414.2592000000001, 1005.0)"
3329.840728,0.000261,parameter,sysmon,title,System monitoring
3329.840735,0.000261,parameter,sysmon,taskplacement,topleft
3329.840739,0.000261,parameter,sysmon,taskupdatetime,200
3329.840745,0.000261,parameter,sysmon,taskfeedback-overdue-active,0
3329.840751,0.000261,parameter,sysmon,taskfeedback-overdue-color,"(241, 100, 100, 255)"
3329.840756,0.000261,parameter,sysmon,taskfeedback-overdue-delayms,2000
3329.840762,0.000261,parameter,sysmon,taskfeedback-overdue-blinkdurationms,1000
3329.840767,0.000261,parameter,sysmon,taskfeedback-overdue-_nexttoggletime,0
3329.840772,0.000261,parameter,sysmon,taskfeedback-overdue-_is_visible,0
3329.840777,0.000261,parameter,sysmon,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x7a895dc9fd30>
3329.840783,0.000261,parameter,sysmon,alerttimeout,10000
3329.840787,0.000261,parameter,sysmon,automaticsolver,0
3329.840791,0.000261,parameter,sysmon,automaticsolverdelay,1000
3329.840795,0.000261,parameter,sysmon,displayautomationstate,1
3329.840799,0.000261,parameter,sysmon,allowanykey,0
3329.840803,0.000261,parameter,sysmon,allowmanualoverride,0
3329.840808,0.000261,parameter,sysmon,feedbackduration,1500
3329.840812,0.000261,parameter,sysmon,feedbacks-positive-active,1
3329.840817,0.000261,parameter,sysmon,feedbacks-positive-color,"(142, 219, 176, 255)"
3329.840822,0.000261,parameter,sysmon,feedbacks-negative-active,1
3329.840826,0.000261,parameter,sysmon,feedbacks-negative-color,"(241, 100, 100, 255)"
3329.840831,0.000261,parameter,sysmon,lights-1-name,F5
3329.840835,0.000261,parameter,sysmon,lights-1-failure,0
3329.840839,0.000261,parameter,sysmon,lights-1-default,on
3329.840843,0.000261,parameter,sysmon,lights-1-oncolor,"(142, 219, 176, 255)"
3329.840847,0.000261,parameter,sysmon,lights-1-key,F5
3329.840853,0.000261,parameter,sysmon,lights-1-on,1
3329.840858,0.000261,parameter,sysmon,lights-1-_failuretimer,
3329.840862,0.000261,parameter,sysmon,lights-1-_onfailure,0
3329.840866,0.000261,parameter,sysmon,lights-1-_milliresponsetime,0
3329.84087,0.000261,parameter,sysmon,lights-1-_freezetimer,
3329.840875,0.000261,parameter,sysmon,lights-1-widget,<core.widgets.light.Light object at 0x7a893d29dea0>
3329.840881,0.000261,parameter,sysmon,lights-2-name,F6
3329.840885,0.000261,parameter,sysmon,lights-2-failure,0
